t,x,y,psi,u,v,r,tau_u,tau_v,tau_r,current_x,current_y
50.10960650444031,0.9002501613843984,0.0,0.0,-6.441330526749007e-05,0.0,0.0,-2.8459201704630095,0.0,0.0,0.3,0.0
50.119725465774536,0.9002495179613552,0.0,0.0,-6.427151106577138e-05,0.0,0.0,-2.8459201704630095,0.0,0.0,0.3,0.0
50.12963795661926,0.9002488759596567,0.0,0.0,-6.412903730766603e-05,0.0,0.0,-2.8459168916801723,0.0,0.0,0.3,0.0
50.139665842056274,0.9002482353764536,0.0,0.0,-6.398781018426742e-05,0.0,0.0,-2.8459168916801723,0.0,0.0,0.3,0.0
50.14961338043213,0.9002475962089099,0.0,0.0,-6.384590639697543e-05,0.0,0.0,-2.845913626310014,0.0,0.0,0.3,0.0
50.15991187095642,0.9002469584541868,0.0,0.0,-6.370524425633658e-05,0.0,0.0,-2.845913626310014,0.0,0.0,0.3,0.0
50.16967439651489,0.900246322109459,0.0,0.0,-6.356390833308269e-05,0.0,0.0,-2.84591037430206,0.0,0.0,0.3,0.0
50.17966032028198,0.9002456871718979,0.0,0.0,-6.34238090868728e-05,0.0,0.0,-2.84591037430206,0.0,0.0,0.3,0.0
50.189582109451294,0.9002450536386888,0.0,0.0,-6.328303892813845e-05,0.0,0.0,-2.845907135605989,0.0,0.0,0.3,0.0
50.199599266052246,0.9002444215070136,0.0,0.0,-6.314350049521911e-05,0.0,0.0,-2.845907135605989,0.0,0.0,0.3,0.0
50.20977234840393,0.9002437907740679,0.0,0.0,-6.300329400859451e-05,0.0,0.0,-2.8459039101714456,0.0,0.0,0.3,0.0
50.21965432167053,0.9002431614370442,0.0,0.0,-6.286431431487484e-05,0.0,0.0,-2.8459039101714456,0.0,0.0,0.3,0.0
50.229591846466064,0.9002425334931483,0.0,0.0,-6.272466941524034e-05,0.0,0.0,-2.8459006979485935,0.0,0.0,0.3,0.0
50.23967623710632,0.9002419069395831,0.0,0.0,-6.258624639385516e-05,0.0,0.0,-2.8459006979485935,0.0,0.0,0.3,0.0
50.24962615966797,0.9002412817735647,0.0,0.0,-6.244716100312502e-05,0.0,0.0,-2.8458974988873775,0.0,0.0,0.3,0.0
50.259702920913696,0.9002406579923063,0.0,0.0,-6.230929259418189e-05,0.0,0.0,-2.8458974988873775,0.0,0.0,0.3,0.0
